experiment_id,operation_id,proyecto,asesor_id,canal,prioridad,riesgo_caida,risk_band,valor_esperado_en_riesgo,experiment_arm,eligible,accion_tomada,resultado_7d,resultado_30d,outcome_class_7d,outcome_class_30d,is_positive_30d,is_negative_30d,is_pending_30d,treatment_contacted
riesgo_caida_action_impact_v1,OP_2D72F6E1AD,Capadocia,ASESOR_7B5A7F5FB0,sin_clasificar,P1,0.552474,high,52163.57,treatment,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_9ED30AEC5F,Modena,ASESOR_E05C20E0FE,sin_clasificar,P1,0.552433,high,48890.3,treatment,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_78583102FF,Alicanto,ASESOR_CF9D39A66F,sin_clasificar,P1,0.551645,high,21754.1,treatment,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_F60717332F,Modena,ASESOR_7B5A7F5FB0,sin_clasificar,P1,0.550766,high,23844.96,treatment,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_8B515C529C,Modena,ASESOR_E5897908D5,sin_clasificar,P1,0.549489,high,54316.95,treatment,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_F6D4FF0E86,Tizón y Bueno,ASESOR_7B5A7F5FB0,sin_clasificar,P1,0.549094,high,39355.53,control,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_3AB3A2317E,Tizón y Bueno,ASESOR_9FCF63DC91,sin_clasificar,P1,0.548901,high,33157.19,control,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_92977BE029,Alicanto,ASESOR_9FCF63DC91,sin_clasificar,P1,0.548609,high,21272.15,treatment,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_D33D3526F1,Capadocia,ASESOR_E5897908D5,sin_clasificar,P1,0.548602,high,53050.69,treatment,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_99E7EFF06E,Capadocia,ASESOR_E5897908D5,sin_clasificar,P1,0.548096,high,52123.89,treatment,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_D378D379DD,Tizón y Bueno,ASESOR_9FCF63DC91,sin_clasificar,P1,0.548007,high,34288.89,treatment,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_2EACE88E0D,Capadocia,ASESOR_1265C8A465,sin_clasificar,P1,0.546627,high,53050.15,control,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_79F694258C,Matera,ASESOR_950BED165C,sin_clasificar,P1,0.545589,high,76219.75,treatment,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_3FFC11E754,Torre Nápoles,ASESOR_E5897908D5,sin_clasificar,P1,0.544986,high,24033.88,treatment,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
